date_time_posted,date_time_mesured_removed,up_time_hours,time_to_scrape_minutes,listing_is_up,name,price,price_string,adress,link,listing_hash_id
2023-11-26 10:47:00,,,50651.14710718334,True,ZOTAC GTX 980 AMP Edition 4GB GDDR5,130.0,€ 130,2104 Spillern,https://www.willhaben.at//iad/kaufen-und-verkaufen/d/zotac-gtx-980-amp-edition-4gb-gddr5-742739112/,15a93f8145d423f7a4ba3d95f5099c01e070f065a7402c78712ae7c8c9a261b2
2023-11-26 10:47:00,,,50651.147123916664,True,ZOTAC GTX 980 AMP Edition 4GB GDDR5,90.0,€ 90,2104 Spillern,https://www.willhaben.at//iad/kaufen-und-verkaufen/d/zotac-gtx-980-amp-edition-4gb-gddr5-742739216/,ec445bc93896246ca2f242373781c6b03b8f13b509d474f01b8022bc92536d47
2023-11-25 23:00:00,,,51358.14714063333,True,Gtx 980 msi edition,60.0,€ 60,"1030 Wien, 03. Bezirk, Landstraße",https://www.willhaben.at//iad/kaufen-und-verkaufen/d/gtx-980-msi-edition-742590780/,439ab1dc3b004d989dbc448ed1bb8593e3563e6e5068463ef68de3e0003c7959
2023-11-25 21:25:00,,,51453.14714063333,True,Zotac gtx 980 amp Edition,60.0,€ 60,8074 Grambach,https://www.willhaben.at//iad/kaufen-und-verkaufen/d/zotac-gtx-980-amp-edition-742566157/,6cdac5ab84afb3fbc620cb923fed6b1a8a3ddb7d38639a91dc599c95baa4e17a
2023-11-25 13:50:00,,,51908.14714063333,True,"Zotac GeForce GTX 980 AMP! 4 GB GDDR5 DVI, HDMI, 3x DP PCI-E #304955",80.0,€ 80,4840 Vöcklabruck,https://www.willhaben.at//iad/kaufen-und-verkaufen/d/zotac-geforce-gtx-980-amp-4-gb-gddr5-dvi-hdmi-3x-dp-pci-e-304955-742465952/,2d09c26d9b9403e824d7735947e639d945a23cc119bba68b68b27aa000396b70
2023-11-17 22:14:00,,,62924.147241,True,ASUS GeForce STRIX-GTX 980 - DC30C - 6GD5,90.0,€ 90,2191 Pellendorf,https://www.willhaben.at//iad/kaufen-und-verkaufen/d/asus-geforce-strix-gtx-980-dc30c-6gd5-739932576/,f6e722d1cbc453926a960e27c7e084632256ef1bf77076423ccc5b2f2dd70338
